,img,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,true_label
567,img_5045.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,6
573,img_50457.jpg,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.10,0.58,6
6964,img_50721.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.49,0.02,0.40,6
6947,img_50789.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01,0.02,6
6162,img_51067.jpg,0.62,0.01,0.02,0.01,0.01,0.01,0.20,0.01,0.14,0.01,6
5285,img_51070.jpg,0.01,0.01,0.15,0.01,0.01,0.01,0.21,0.01,0.01,0.63,6
5333,img_51260.jpg,0.48,0.01,0.01,0.01,0.01,0.01,0.20,0.01,0.01,0.33,6
642,img_51807.jpg,0.01,0.01,0.01,0.01,0.06,0.01,0.01,0.01,0.98,0.01,6
7801,img_52150.jpg,0.05,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.87,6
5327,img_52547.jpg,0.48,0.01,0.09,0.01,0.01,0.25,0.03,0.01,0.01,0.16,6
6180,img_52732.jpg,0.01,0.01,0.04,0.02,0.05,0.01,0.01,0.01,0.92,0.01,6
6189,img_5297.jpg,0.04,0.01,0.01,0.53,0.01,0.01,0.36,0.01,0.04,0.03,6
3710,img_53020.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.49,0.49,0.01,6
6196,img_5317.jpg,0.01,0.01,0.96,0.01,0.01,0.01,0.01,0.01,0.03,0.01,6
6937,img_5358.jpg,0.01,0.01,0.01,0.01,0.01,0.19,0.17,0.35,0.01,0.27,6
6150,img_54164.jpg,0.01,0.01,0.09,0.04,0.01,0.01,0.01,0.01,0.91,0.01,6
6197,img_5440.jpg,0.64,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.04,0.05,6
6170,img_54633.jpg,0.01,0.01,0.03,0.73,0.01,0.01,0.13,0.01,0.09,0.01,6
566,img_55339.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,6
5292,img_55394.jpg,0.01,0.01,0.89,0.02,0.01,0.01,0.06,0.01,0.01,0.05,6
6159,img_55450.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,6
2995,img_5556.jpg,0.08,0.36,0.01,0.01,0.01,0.20,0.23,0.10,0.01,0.01,6
6160,img_55852.jpg,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.86,0.01,6
5352,img_5588.jpg,0.50,0.01,0.39,0.01,0.05,0.02,0.03,0.01,0.01,0.01,6
599,img_56269.jpg,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.58,0.36,6
6926,img_56363.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.02,0.01,0.97,6
3714,img_56776.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.23,0.01,6
5325,img_56943.jpg,0.01,0.01,0.99,0.01,0.01,0.01,0.05,0.01,0.01,0.01,6
7797,img_57002.jpg,0.01,0.01,0.01,0.01,0.01,0.49,0.05,0.01,0.01,0.45,6
5271,img_57057.jpg,0.37,0.01,0.30,0.01,0.01,0.01,0.31,0.01,0.01,0.01,6
7813,img_5749.jpg,0.01,0.01,0.01,0.01,0.01,0.91,0.06,0.01,0.04,0.02,6
2960,img_58055.jpg,0.02,0.98,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
612,img_5806.jpg,0.06,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.94,0.01,6
586,img_58265.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.95,0.01,6
6168,img_58387.jpg,0.40,0.01,0.01,0.60,0.01,0.01,0.01,0.01,0.01,0.01,6
7764,img_58448.jpg,0.01,0.06,0.01,0.01,0.01,0.01,0.07,0.01,0.91,0.01,6
6133,img_58747.jpg,0.01,0.01,0.46,0.01,0.01,0.01,0.01,0.01,0.52,0.01,6
6147,img_59015.jpg,0.01,0.01,0.26,0.01,0.02,0.01,0.29,0.01,0.42,0.01,6
560,img_59428.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01,6
610,img_59816.jpg,0.64,0.01,0.01,0.01,0.16,0.01,0.11,0.01,0.06,0.02,6
6941,img_59889.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.02,1.00,0.01,0.02,6
6202,img_59991.jpg,0.01,0.01,0.01,0.65,0.01,0.01,0.35,0.01,0.01,0.01,6
6171,img_60037.jpg,0.02,0.01,0.01,0.96,0.01,0.01,0.01,0.01,0.04,0.01,6
2977,img_6028.jpg,0.01,0.60,0.01,0.01,0.01,0.01,0.40,0.01,0.01,0.01,6
5348,img_60363.jpg,0.45,0.01,0.24,0.01,0.11,0.01,0.11,0.06,0.01,0.02,6
5255,img_60485.jpg,0.67,0.01,0.23,0.01,0.01,0.01,0.03,0.01,0.01,0.06,6
5247,img_60547.jpg,0.04,0.01,0.34,0.01,0.01,0.01,0.14,0.01,0.01,0.48,6
6191,img_60617.jpg,0.01,0.01,0.03,0.50,0.04,0.01,0.34,0.01,0.08,0.01,6
621,img_60636.jpg,0.01,0.01,0.01,0.01,0.03,0.01,0.10,0.01,0.92,0.01,6
575,img_60648.jpg,0.10,0.01,0.01,0.01,0.06,0.01,0.01,0.01,0.87,0.02,6
3688,img_60706.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.79,0.02,0.01,6
579,img_60762.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,6
3705,img_60857.jpg,0.01,0.38,0.01,0.01,0.01,0.01,0.01,0.62,0.01,0.01,6
5274,img_61312.jpg,0.63,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0.01,0.01,6
6190,img_61483.jpg,0.01,0.01,0.03,0.34,0.01,0.01,0.01,0.01,0.60,0.01,6
7827,img_62671.jpg,0.01,0.01,0.01,0.01,0.01,0.06,0.19,0.01,0.01,0.74,6
3007,img_62683.jpg,0.01,0.98,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,6
5253,img_6285.jpg,0.64,0.01,0.05,0.01,0.01,0.01,0.14,0.01,0.01,0.15,6
3701,img_63133.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16,0.89,0.01,6
6178,img_63356.jpg,0.01,0.01,0.03,0.55,0.01,0.01,0.01,0.01,0.40,0.01,6
3716,img_63616.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.07,0.88,0.10,0.01,6
7770,img_63863.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.12,0.54,6
5309,img_64247.jpg,0.01,0.01,0.67,0.01,0.01,0.01,0.31,0.01,0.01,0.01,6
7812,img_64751.jpg,0.02,0.01,0.01,0.01,0.01,0.41,0.37,0.01,0.18,0.01,6
7776,img_64794.jpg,0.01,0.01,0.01,0.01,0.01,0.25,0.37,0.01,0.01,0.38,6
7811,img_64875.jpg,0.01,0.01,0.01,0.04,0.01,0.60,0.12,0.01,0.09,0.14,6
5291,img_64881.jpg,0.01,0.01,0.75,0.01,0.01,0.01,0.19,0.01,0.01,0.04,6
7825,img_64917.jpg,0.01,0.01,0.01,0.01,0.06,0.01,0.34,0.01,0.20,0.39,6
565,img_65518.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,6
563,img_65982.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,6
5326,img_66104.jpg,0.14,0.01,0.50,0.01,0.01,0.01,0.34,0.01,0.01,0.01,6
5289,img_66265.jpg,0.01,0.01,0.74,0.01,0.01,0.01,0.19,0.01,0.01,0.05,6
5283,img_66537.jpg,0.01,0.01,0.13,0.01,0.01,0.01,0.25,0.01,0.01,0.61,6
1735,img_66564.jpg,0.01,0.31,0.01,0.01,0.01,0.01,0.32,0.01,0.37,0.01,6
588,img_6672.jpg,0.01,0.01,0.01,0.01,0.01,0.02,0.10,0.01,0.69,0.18,6
6182,img_66904.jpg,0.01,0.01,0.01,0.80,0.03,0.01,0.03,0.01,0.14,0.01,6
3684,img_67542.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.49,0.50,0.01,0.01,6
2922,img_67564.jpg,0.01,0.74,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,6
6175,img_67849.jpg,0.01,0.01,0.01,0.98,0.01,0.01,0.01,0.01,0.01,0.01,6
3006,img_67859.jpg,0.01,0.78,0.07,0.01,0.01,0.01,0.15,0.01,0.01,0.01,6
6970,img_68054.jpg,0.01,0.15,0.01,0.01,0.02,0.66,0.02,0.03,0.05,0.05,6
6164,img_68136.jpg,0.01,0.01,0.73,0.26,0.01,0.01,0.01,0.01,0.01,0.01,6
3692,img_68397.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.99,0.03,0.01,6
576,img_69390.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,6
6922,img_69568.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.10,0.93,6
3005,img_69621.jpg,0.05,0.88,0.02,0.01,0.01,0.02,0.03,0.01,0.03,0.01,6
625,img_69627.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,6
3010,img_69932.jpg,0.01,0.04,0.04,0.01,0.01,0.01,0.43,0.01,0.49,0.01,6
5265,img_70200.jpg,0.10,0.01,0.67,0.01,0.01,0.01,0.20,0.01,0.01,0.01,6
5353,img_70368.jpg,0.98,0.01,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
5264,img_70372.jpg,0.08,0.01,0.53,0.01,0.01,0.01,0.34,0.01,0.01,0.05,6
551,img_70466.jpg,0.06,0.01,0.01,0.01,0.02,0.01,0.05,0.01,0.88,0.03,6
2999,img_7050.jpg,0.01,0.87,0.01,0.01,0.01,0.07,0.09,0.01,0.01,0.02,6
639,img_70886.jpg,0.01,0.01,0.01,0.01,0.06,0.01,0.01,0.01,0.98,0.01,6
7775,img_7101.jpg,0.01,0.01,0.01,0.01,0.57,0.06,0.04,0.01,0.32,0.01,6
618,img_71297.jpg,0.01,0.01,0.01,0.01,0.16,0.01,0.01,0.01,0.88,0.01,6
7820,img_71504.jpg,0.01,0.01,0.01,0.17,0.01,0.03,0.01,0.01,0.01,0.77,6
609,img_71745.jpg,0.35,0.11,0.01,0.01,0.34,0.01,0.12,0.01,0.02,0.05,6
5336,img_71858.jpg,0.63,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0.01,0.01,6
5273,img_7192.jpg,0.16,0.01,0.68,0.01,0.01,0.01,0.12,0.01,0.01,0.03,6
6195,img_72206.jpg,0.02,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.98,0.01,6
5321,img_72311.jpg,0.01,0.01,0.07,0.74,0.01,0.01,0.14,0.01,0.01,0.05,6
6163,img_73095.jpg,0.08,0.01,0.05,0.49,0.01,0.01,0.36,0.01,0.01,0.01,6
549,img_73137.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.86,0.01,6
6155,img_73399.jpg,0.32,0.01,0.04,0.11,0.01,0.01,0.03,0.01,0.51,0.01,6
7826,img_73578.jpg,0.01,0.01,0.01,0.01,0.01,0.04,0.09,0.01,0.01,0.92,6
6186,img_73810.jpg,0.10,0.01,0.06,0.06,0.03,0.01,0.01,0.01,0.75,0.01,6
623,img_73812.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,6
6188,img_74362.jpg,0.22,0.01,0.01,0.01,0.01,0.01,0.08,0.01,0.68,0.01,6
3011,img_74633.jpg,0.04,0.97,0.01,0.01,0.01,0.01,0.04,0.01,0.01,0.01,6
6976,img_74820.jpg,0.01,0.01,0.01,0.01,0.01,0.05,0.11,0.77,0.01,0.05,6
6177,img_74948.jpg,0.08,0.01,0.03,0.72,0.01,0.01,0.01,0.01,0.15,0.01,6
3014,img_75120.jpg,0.01,0.89,0.03,0.01,0.01,0.01,0.13,0.01,0.01,0.01,6
3699,img_75122.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.65,0.34,0.01,6
3702,img_75536.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23,0.77,0.01,6
5262,img_75540.jpg,0.24,0.01,0.60,0.01,0.01,0.02,0.06,0.01,0.01,0.07,6
5305,img_75828.jpg,0.01,0.01,0.58,0.02,0.01,0.01,0.36,0.01,0.03,0.01,6
3001,img_76463.jpg,0.06,0.88,0.01,0.01,0.01,0.01,0.08,0.01,0.01,0.01,6
636,img_76493.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01,6
2946,img_76844.jpg,0.25,0.68,0.01,0.01,0.01,0.01,0.07,0.01,0.01,0.01,6
620,img_76979.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,6
604,img_76998.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.88,0.01,6
7829,img_77184.jpg,0.01,0.01,0.01,0.01,0.01,0.77,0.10,0.01,0.03,0.10,6
562,img_77382.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01,6
7795,img_77409.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.01,0.71,6
7799,img_77443.jpg,0.02,0.01,0.01,0.01,0.01,0.45,0.03,0.01,0.01,0.50,6
619,img_7832.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,6
5350,img_78445.jpg,0.17,0.01,0.13,0.01,0.48,0.01,0.14,0.08,0.01,0.01,6
568,img_78554.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.43,0.01,0.56,0.01,6
2950,img_78812.jpg,0.01,0.97,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,6
3711,img_79008.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,0.01,6
7774,img_7910.jpg,0.01,0.01,0.01,0.01,0.45,0.02,0.04,0.01,0.49,0.01,6
640,img_79712.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,6
5322,img_79721.jpg,0.01,0.01,0.04,0.55,0.01,0.01,0.37,0.01,0.01,0.04,6
600,img_79849.jpg,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.97,0.01,6
5288,img_79996.jpg,0.01,0.01,0.96,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
6137,img_80007.jpg,0.12,0.01,0.37,0.01,0.17,0.01,0.29,0.02,0.02,0.01,6
6962,img_80019.jpg,0.01,0.33,0.01,0.01,0.01,0.01,0.02,0.62,0.01,0.04,6
5252,img_80110.jpg,0.36,0.01,0.18,0.04,0.01,0.02,0.04,0.01,0.01,0.37,6
5314,img_80221.jpg,0.01,0.01,0.75,0.01,0.01,0.01,0.25,0.01,0.01,0.01,6
624,img_80243.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,6
558,img_80253.jpg,0.04,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.99,0.01,6
5246,img_80274.jpg,0.01,0.01,0.27,0.01,0.01,0.01,0.33,0.01,0.01,0.39,6
7807,img_80635.jpg,0.02,0.01,0.01,0.01,0.01,0.55,0.37,0.01,0.01,0.05,6
577,img_80705.jpg,0.01,0.04,0.01,0.01,0.01,0.01,0.12,0.01,0.88,0.01,6
6154,img_81094.jpg,0.07,0.01,0.07,0.01,0.02,0.01,0.01,0.01,0.89,0.01,6
2920,img_81432.jpg,0.01,0.65,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,6
585,img_81450.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.08,0.01,0.96,0.01,6
3694,img_81555.jpg,0.01,0.61,0.01,0.01,0.01,0.01,0.01,0.17,0.20,0.01,6
574,img_81755.jpg,0.10,0.01,0.01,0.01,0.15,0.01,0.02,0.01,0.58,0.14,6
5258,img_82085.jpg,0.96,0.01,0.01,0.01,0.01,0.01,0.08,0.01,0.01,0.01,6
6128,img_82096.jpg,0.04,0.01,0.11,0.02,0.07,0.01,0.01,0.01,0.75,0.01,6
5297,img_82124.jpg,0.01,0.01,0.96,0.01,0.03,0.01,0.01,0.01,0.01,0.01,6
3708,img_82291.jpg,0.01,0.01,0.01,0.01,0.04,0.01,0.01,0.97,0.03,0.01,6
6946,img_82910.jpg,0.01,0.01,0.02,0.01,0.01,0.01,0.28,0.31,0.01,0.34,6
3008,img_83551.jpg,0.02,0.15,0.78,0.01,0.01,0.01,0.04,0.01,0.01,0.01,6
6967,img_83865.jpg,0.01,0.18,0.01,0.01,0.02,0.01,0.01,0.46,0.01,0.30,6
7810,img_84165.jpg,0.02,0.01,0.01,0.42,0.01,0.13,0.13,0.01,0.06,0.23,6
6944,img_84440.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.93,0.01,0.03,6
5296,img_8468.jpg,0.01,0.01,0.72,0.04,0.16,0.01,0.04,0.01,0.01,0.03,6
2998,img_85104.jpg,0.01,0.87,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,6
3696,img_85418.jpg,0.01,0.94,0.01,0.01,0.01,0.01,0.01,0.06,0.05,0.01,6
7808,img_85765.jpg,0.02,0.01,0.01,0.01,0.01,0.96,0.03,0.01,0.01,0.02,6
5316,img_85930.jpg,0.01,0.01,0.97,0.05,0.01,0.01,0.01,0.01,0.01,0.01,6
5319,img_85959.jpg,0.01,0.01,0.68,0.17,0.01,0.01,0.10,0.01,0.01,0.05,6
582,img_85966.jpg,0.05,0.01,0.86,0.01,0.01,0.04,0.01,0.02,0.07,0.01,6
6963,img_8612.jpg,0.01,0.13,0.01,0.01,0.01,0.01,0.18,0.14,0.30,0.24,6
5299,img_8618.jpg,0.01,0.01,0.87,0.01,0.01,0.01,0.12,0.01,0.02,0.01,6
3715,img_86292.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.12,0.80,0.08,0.01,6
589,img_87341.jpg,0.02,0.01,0.01,0.01,0.01,0.32,0.05,0.01,0.56,0.05,6
2918,img_87360.jpg,0.01,0.55,0.01,0.01,0.01,0.01,0.45,0.01,0.01,0.01,6
6923,img_8796.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.08,0.01,0.01,0.96,6
605,img_87990.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.97,0.01,6
548,img_88240.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.07,0.01,0.94,0.01,6
7765,img_88603.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.01,0.98,0.01,6
3691,img_88608.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.42,0.57,0.01,0.01,6
5330,img_8918.jpg,0.75,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,6
2973,img_89661.jpg,0.03,0.93,0.01,0.01,0.01,0.01,0.08,0.01,0.01,0.01,6
646,img_89854.jpg,0.13,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.89,0.01,6
7803,img_90006.jpg,0.15,0.01,0.01,0.01,0.01,0.64,0.02,0.01,0.01,0.17,6
6181,img_90445.jpg,0.01,0.01,0.01,0.97,0.01,0.01,0.01,0.01,0.07,0.01,6
7840,img_90556.jpg,0.64,0.01,0.01,0.01,0.01,0.01,0.28,0.01,0.01,0.07,6
571,img_90580.jpg,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.98,0.01,6
6185,img_90610.jpg,0.04,0.01,0.20,0.25,0.01,0.01,0.01,0.01,0.48,0.01,6
6192,img_90791.jpg,0.01,0.01,0.01,0.77,0.01,0.01,0.02,0.01,0.20,0.01,6
2921,img_90809.jpg,0.01,0.99,0.01,0.01,0.01,0.01,0.06,0.01,0.01,0.01,6
572,img_90835.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.95,0.01,6
6935,img_90942.jpg,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.97,0.01,0.01,6
6965,img_91073.jpg,0.01,0.16,0.02,0.01,0.02,0.01,0.16,0.41,0.01,0.23,6
5318,img_9120.jpg,0.01,0.01,0.95,0.04,0.01,0.01,0.01,0.01,0.01,0.01,6
591,img_91327.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.01,6
6949,img_91532.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.11,0.02,6
7822,img_91606.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.80,0.18,6
630,img_91643.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.99,0.01,6
7767,img_92108.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.97,0.01,6
3676,img_92211.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.44,0.37,0.01,6
596,img_92297.jpg,0.01,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.85,0.15,6
7792,img_92329.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.95,6
6200,img_92338.jpg,0.01,0.01,0.01,0.60,0.01,0.01,0.39,0.01,0.01,0.01,6
559,img_92378.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,6
6165,img_92436.jpg,0.11,0.01,0.01,0.93,0.01,0.01,0.01,0.01,0.01,0.01,6
7771,img_92704.jpg,0.01,0.01,0.01,0.01,0.02,0.05,0.01,0.01,0.88,0.09,6
6998,img_93103.jpg,0.01,0.01,0.01,0.01,0.01,0.97,0.05,0.01,0.01,0.03,6
7779,img_93138.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.01,0.75,0.01,6
5311,img_9332.jpg,0.10,0.01,0.70,0.01,0.01,0.01,0.18,0.01,0.01,0.01,6
7780,img_93544.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,6
607,img_93627.jpg,0.01,0.01,0.01,0.01,0.72,0.01,0.27,0.01,0.01,0.01,6
5339,img_93947.jpg,0.65,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.16,6
626,img_94293.jpg,0.11,0.01,0.01,0.01,0.01,0.01,0.05,0.01,0.88,0.01,6
6919,img_94476.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.01,0.01,0.98,6
3713,img_94835.jpg,0.01,0.01,0.01,0.01,0.09,0.01,0.02,0.71,0.18,0.01,6
3719,img_95210.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.32,0.16,0.53,0.01,6
6954,img_9531.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.37,0.06,0.11,0.45,6
6204,img_95325.jpg,0.01,0.01,0.01,0.65,0.01,0.01,0.34,0.01,0.01,0.01,6
633,img_95524.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.01,6
6920,img_95707.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,6
635,img_95963.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0.63,0.01,6
6134,img_96117.jpg,0.04,0.01,0.79,0.01,0.03,0.01,0.11,0.02,0.01,0.01,6
6950,img_96127.jpg,0.01,0.05,0.01,0.01,0.01,0.01,0.16,0.43,0.14,0.21,6
1666,img_9650.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.97,0.01,6
7815,img_9675.jpg,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,1.00,0.01,6
6126,img_9704.jpg,0.21,0.01,0.01,0.01,0.60,0.01,0.10,0.01,0.09,0.01,6
597,img_9783.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.74,0.24,6
570,img_97989.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,6
3717,img_98565.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.79,0.08,0.01,6
2971,img_98577.jpg,0.22,0.59,0.02,0.01,0.01,0.01,0.15,0.01,0.01,0.01,6
3680,img_98977.jpg,0.01,0.02,0.01,0.01,0.01,0.01,0.10,0.92,0.01,0.01,6
6169,img_99116.jpg,0.55,0.01,0.01,0.43,0.01,0.01,0.01,0.01,0.02,0.01,6
590,img_99637.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.08,0.01,0.65,0.25,6
6135,img_99735.jpg,0.01,0.01,0.54,0.01,0.01,0.01,0.01,0.01,0.46,0.01,6
3693,img_99780.jpg,0.01,0.48,0.01,0.01,0.01,0.01,0.01,0.44,0.01,0.05,6
7831,img_99891.jpg,0.26,0.01,0.01,0.01,0.01,0.25,0.11,0.01,0.03,0.34,6
6158,img_99980.jpg,0.01,0.01,0.01,0.12,0.01,0.01,0.01,0.01,0.91,0.01,6
682,img_100285.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.96,0.03,7
5375,img_100336.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12,0.92,0.01,7
3101,img_100393.jpg,0.04,0.01,0.01,0.01,0.01,0.71,0.01,0.23,0.01,0.01,7
6222,img_10255.jpg,0.04,0.01,0.16,0.05,0.01,0.01,0.01,0.30,0.45,0.01,7
6223,img_10693.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.99,0.01,7
3080,img_11004.jpg,0.01,0.97,0.01,0.01,0.01,0.01,0.01,0.08,0.01,0.01,7
7887,img_1104.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.57,0.43,7
701,img_11499.jpg,0.64,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.09,0.09,7
3066,img_12744.jpg,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.32,0.31,0.01,7
3091,img_13174.jpg,0.01,0.97,0.01,0.01,0.01,0.03,0.01,0.03,0.01,0.01,7
5393,img_14785.jpg,0.01,0.01,0.27,0.01,0.01,0.01,0.07,0.13,0.07,0.45,7
6239,img_15379.jpg,0.01,0.01,0.68,0.14,0.01,0.01,0.01,0.06,0.11,0.01,7
6232,img_15631.jpg,0.01,0.01,0.06,0.01,0.01,0.01,0.01,0.03,0.95,0.01,7
5376,img_1677.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.70,0.01,7
7852,img_1752.jpg,0.01,0.61,0.01,0.01,0.01,0.02,0.01,0.07,0.01,0.29,7
665,img_17832.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.61,0.25,7
719,img_18073.jpg,0.65,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.28,0.06,7
7032,img_18290.jpg,0.01,0.01,0.98,0.01,0.01,0.01,0.01,0.02,0.01,0.01,7
7888,img_1881.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.80,7
683,img_20402.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.66,0.02,7
6227,img_21365.jpg,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.04,0.94,0.01,7
7885,img_21784.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.78,0.22,7
3095,img_22599.jpg,0.01,0.93,0.01,0.01,0.01,0.01,0.01,0.11,0.01,0.01,7
5392,img_23857.jpg,0.01,0.01,0.14,0.01,0.01,0.01,0.05,0.01,0.79,0.01,7
7034,img_24866.jpg,0.01,0.01,0.59,0.01,0.01,0.01,0.01,0.09,0.30,0.01,7
651,img_25309.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.59,0.34,7
